,,GSM596123,GSM596124,GSM596127,GSM596128,GSM596131,GSM596132,GSM596125,GSM596126,GSM596129,GSM596130,GSM596133,GSM596134
AT1G16670,[ AT1G16670.1 / F: has protein kinase activity / AnalysisReference:501748310 ][ AT1G16670 / P: involved in protein autophosphorylation / Publication:501742526 ][ AT1G16670 / P: involved in salicylic acid biosynthetic process / Publication:501748728 ][ AT1G16670 / P: involved in endoplasmic reticulum unfolded protein response / Publication:501748728 ],6.000530019,6.183857353,6.620762549,7.035896198,5.949939586,5.160935525,5.857330784,6.046296079,6.977733991,6.637794586,5.080994821,6.06445792
AT1G17020, Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene. - [ AT1G17020.1 / P: involved in oxidation-reduction process / AnalysisReference:501748310 ][ AT1G17020 / F: has oxidoreductase activity  acting on diphenols and related substances as donors  oxygen as acceptor / Publication:3693 ][ AT1G17020 / P: involved in flavonoid biosynthetic process / Communication:501714663 ],3.679379628,3.731057253,3.991221603,4.119622501,3.718086264,3.643785212,4.175211046,3.92541654,4.118513604,4.246154989,7.730248436,4.622171978
AT1G17380,[ AT1G17380 / P: involved in response to auxin stimulus / Publication:501748728 ][ AT1G17380 / P: involved in jasmonic acid mediated signaling pathway / Publication:501748728 ][ AT1G17380 / P: involved in hyperosmotic salinity response / Publication:501748728 ],7.266737251,7.405236528,9.492878375,10.2198402,8.797614315,4.778017121,7.97042991,6.421976415,6.511888261,8.510823297,6.707339294,9.632031745
AT1G17520,[ AT1G17520.1 / P: involved in nucleosome assembly / AnalysisReference:501748310 ][ AT1G17520.1 / C: located in nucleus / AnalysisReference:501748310 ][ AT1G17520.1 / C: located in nucleus / AnalysisReference:501750651 ][ AT1G17520 / P: involved in response to ethylene stimulus / Publication:501718564 ],5.146102472,5.040119994,5.437925135,5.130876261,4.040175208,4.385737047,5.375405135,5.55146219,5.058036555,5.30404693,5.068628433,4.389305166
AT1G17750, Encodes PEPR2  a plasma membrane leucine-rich repeat receptor kinase functioning as a receptor for the Pep1 and Pep2 peptides.  Pep1 and Pep2 are amino acids that induce the transcription of defense-related genes. - [ AT1G17750.1 / F: has protein kinase activity / AnalysisReference:501748310 ][ AT1G17750 / P: involved in response to chitin / Publication:501748728 ][ AT1G17750 / F: has protein serine/threonine kinase activity / Communication:501714663 ][ AT1G17750.1 / F: has protein serine/threonine kinase activity / AnalysisReference:501748310 ],3.586912523,3.458413564,4.183921721,4.393226754,3.615612386,3.465420421,3.496219254,3.434019882,4.25186976,3.976989635,3.392251279,3.827929565
AT1G18310,[ AT1G18310.1 / C: located in chloroplast / AnalysisReference:501750651 ][ AT1G18310.1 / P: involved in cell wall macromolecule catabolic process / AnalysisReference:501748310 ][ AT1G18310 / F: has hydrolase activity  acting on glycosyl bonds / Communication:501714663 ],4.192836731,3.765918378,4.357604371,4.507162211,4.956370238,4.410229249,4.085720101,3.913414982,4.385913271,4.249636202,4.216578983,4.247926065
AT1G18330, EARLY-PHYTOCHROME-RESPONSIVE1 - [ AT1G18330 / P: involved in regulation of transcription  DNA-dependent / Publication:1345963 ][ AT1G18330 / P: involved in circadian rhythm / Publication:501742444 ][ AT1G18330 / P: involved in circadian rhythm / Publication:501735247 ][ AT1G18330 / P: involved in response to salt stress / Publication:501718564 ],6.974547132,7.040252793,6.255691162,5.719906972,4.712327353,6.807315235,6.208051726,6.502818685,6.233129303,5.543510446,6.801102742,4.794386883
AT1G18650, Encodes a member of the X8-GPI family of proteins. It localizes to the plasmodesmata and is predicted to bind callose. - [ AT1G18650 / F: functions in (1->3)-beta-D-glucan binding / Publication:501729833 ][ AT1G18650.1 / C: located in plasma membrane / AnalysisReference:501750651 ][ AT1G18650 / F: functions in polysaccharide binding / Publication:501729833 ][ AT1G18650 / C: located in anchored to membrane / Publication:501681566 ],7.883870899,7.787190399,7.829480427,7.739393728,7.322153078,7.848379127,7.826529073,7.952845309,8.190548546,8.129489626,6.392443225,5.654416775
AT1G18700,[ AT1G18700 / P: involved in photoperiodism  flowering / Publication:501748728 ][ AT1G18700 / P: involved in protein folding / Communication:501714663 ][ AT1G18700.3 / F: has heat shock protein binding / AnalysisReference:501748310 ][ AT1G18700 / P: involved in photoperiodism  flowering / Publication:501748728 ],7.802270956,7.801516031,7.681319151,7.520762735,7.247469074,6.775555964,7.841290719,7.440932758,7.591816409,7.748789517,6.985652246,7.673252653
AT1G18840,[ AT1G18840.2 / C: located in vacuole / Publication:501714874 ][ AT1G18840 / F: functions in calmodulin binding / Communication:501714663 ][ AT1G18840 / P: involved in biological_process / Communication:1345790 ][ AT1G18840.1 / C: located in vacuole / Publication:501714874 ],6.450582331,6.372417099,6.46349612,6.40349472,6.240642241,6.156894497,6.798655143,6.659615714,6.724867463,6.605993659,6.742900936,6.973262383
AT1G18890, encodes a calcium-dependent protein kinase whose gene expression is induced by dehydration and high salt. Kinase activity could not be detected in vitro. - [ AT1G18890 / P: involved in innate immune response / Publication:501748728 ][ AT1G18890 / P: involved in N-terminal protein myristoylation / Publication:501748728 ][ AT1G18890 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ],6.062701061,6.04503365,6.293183487,6.568921482,5.301068354,4.855503442,5.935436295,6.117729818,6.156162568,6.073503725,5.662114085,5.294994364
AT1G19180, JAZ1 is a nuclear-localized protein involved in jasmonate signaling. JAZ1 transcript levels rise in response to a jasmonate stimulus. JAZ1 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. Application of jasmonate methyl ester to Arabidopsis roots reduces the levels of a JAZ1:GUS fusion protein  presumably  by stimulating ubiquitin-proteasome-mediated degradation. The Jas domain appears to be important for JAZ1-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2. - [ AT1G19180 / F: has protein binding / Publication:501729990 ][ AT1G19180 / P: involved in response to water deprivation / Publication:501748728 ][ AT1G19180 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ],7.925078209,8.168157678,9.464394692,10.22385215,9.281793211,4.174894103,8.498569109,7.530089901,8.032548392,8.33702623,8.400431303,10.13747077
AT1G19300, The PARVUS/GLZ1 gene encodes a putative family 8 glycosyl transferase that contributes to xylan biosynthesis. Its gene expression shows good co-variance with the IRX3 gene involved in secondary cell wall synthesis. PARVUS/GLZ1 is predicted to have galacturonosyltransferase activity and may be involved in the formation of the complex oligosaccharide sequence present at the reducing end of xylan. PARVUS is expressed in cells undergoing secondary wall thickening  and parvus mutants have thinner cell walls. - [ AT1G19300 / P: involved in glucuronoxylan biosynthetic process / Publication:501723335 ][ AT1G19300 / P: involved in salicylic acid mediated signaling pathway / Publication:501748728 ][ AT1G19300.1 / F: has transferase activity  transferring glycosyl groups / AnalysisReference:501748310 ],5.080575347,5.413096012,5.71260996,6.656964976,4.536277242,4.12184613,5.279574814,5.377635376,4.882348041,5.071338868,4.242317014,5.012079316
AT1G19670, Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate  a known promoter of senescence and chlorophyll degradation. - [ AT1G19670.1 / F: has chlorophyllase activity / AnalysisReference:501748310 ][ AT1G19670 / F: has chlorophyllase activity / Publication:879 ][ AT1G19670 / P: involved in regulation of protein dephosphorylation / Publication:501748728 ][ AT1G19670 / P: involved in defense response to bacterium / Publication:501714389 ],10.24906638,10.37625614,10.6343529,11.23531765,9.322735307,6.470338448,10.76578561,9.593875596,9.530871789,9.615115479,5.198480932,7.3810764
AT1G20010, beta tubulin - [ AT1G20010.1 / C: located in membrane / Publication:501721401 ][ AT1G20010.1 / C: located in protein complex / AnalysisReference:501748310 ][ AT1G20010.1 / C: located in chloroplast stroma / Publication:501735990 ][ AT1G20010.1 / C: located in vacuolar membrane / Publication:501720626 ],9.834774962,9.798104548,9.41686476,9.246605827,9.351186399,8.681133054,9.552554551,9.576936915,9.575194485,9.473333975,4.738912512,7.406375347
AT1G20020, Encodes a leaf-type ferredoxin:NADP(H) oxidoreductase.  It is present in both chloroplast stroma and thylakoid membranes but is more abundant in the stroma - [ AT1G20020.1 / F: has NADP binding / AnalysisReference:501748310 ][ AT1G20020.3 / P: involved in defense response to bacterium / Publication:501720163 ][ AT1G20020.3 / F: has NADP binding / AnalysisReference:501748310 ][ AT1G20020.2 / P: involved in defense response to bacterium / Publication:501720163 ],12.08090582,12.12015773,11.49184816,11.51575952,11.75799893,10.8864282,11.94552429,12.07548866,11.24056172,11.36212904,8.65745228,10.41179698
AT1G20160,[ AT1G20160.1 / P: involved in negative regulation of catalytic activity / AnalysisReference:501748310 ][ AT1G20160.1 / P: involved in proteolysis / AnalysisReference:501748310 ][ AT1G20160.1 / F: has serine-type endopeptidase activity / AnalysisReference:501748310 ],5.366850363,5.390541026,4.991683634,4.795710722,4.320561937,5.298243992,6.561480083,6.295893222,5.632450983,5.246618713,7.428506491,5.95745142
AT1G20330, Encodes a sterol-C24-methyltransferases involved in sterol biosynthesis. Mutants display altered sterol composition  serrated petals and sepals and altered cotyledon vascular patterning as well as ectopic endoreduplication.  This suggests that suppression of endoreduplication is important for petal morphogenesis and that normal sterol composition is required for this suppression. - [ AT1G20330 / P: involved in isopentenyl diphosphate biosynthetic process  mevalonate-independent pathway / Publication:501748728 ][ AT1G20330 / P: involved in pattern specification process / Publication:1017 ][ AT1G20330 / C: located in endoplasmic reticulum / Publication:501682362 ],9.120928725,8.969976029,9.212201404,8.77375397,8.05464533,9.130516002,8.500680395,8.718405421,8.793111711,8.62621122,7.454461743,5.195904376
AT1G20620, Catalase  catalyzes the breakdown of hydrogen peroxide (H2O2) into water and oxygen. - [ AT1G20620 / P: involved in cellular response to phosphate starvation / Publication:501712057 ][ AT1G20620.1 / C: located in peroxisome / Publication:501681862 ][ AT1G20620.4 / F: has heme binding / AnalysisReference:501748310 ][ AT1G20620 / F: functions in cobalt ion binding / Publication:501735675 ],12.34201876,12.46969755,12.72518445,12.88501808,12.39440596,11.88679269,12.99538365,13.13753668,13.66983255,13.22903991,12.92130937,12.64326097
AT1G20650,[ AT1G20650 / P: involved in gibberellic acid mediated signaling pathway / Publication:501748728 ][ AT1G20650.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ][ AT1G20650.1 / P: involved in protein phosphorylation / AnalysisReference:501748310 ],8.316211177,8.431394294,8.739587182,8.276812527,7.905958692,8.546491868,8.865586319,8.829621828,9.453669974,9.117785491,8.668626605,8.450159692
AT1G21080,[ AT1G21080.3 / F: has unfolded protein binding / AnalysisReference:501748310 ][ AT1G21080 / P: involved in protein folding / Communication:501714663 ][ AT1G21080.1 / C: located in Golgi apparatus / Publication:501747810 ][ AT1G21080.1 / P: involved in protein folding / AnalysisReference:501748310 ],7.555985851,7.664252619,7.525659271,7.862437016,6.8784008,7.420271531,7.575621878,7.684166659,7.869725569,7.694113327,8.170787666,7.410879577
AT1G21250, cell wall-associated kinase  may function as a signaling receptor of extracellular matrix component such as oligogalacturonides. - [ AT1G21250 / P: involved in systemic acquired resistance  salicylic acid mediated signaling pathway / Publication:501748728 ][ AT1G21250 / P: involved in jasmonic acid mediated signaling pathway / Publication:501748728 ][ AT1G21250 / P: involved in regulation of plant-type hypersensitive response / Publication:501748728 ],8.811668802,9.055932,8.608611828,9.281889547,8.949520418,8.066191239,8.789950719,9.030359088,9.793850642,8.839227683,6.153552157,8.361457542
AT1G21640, Encodes a protein with NAD kinase activity. The protein was also shown to bind calmodulin. - [ AT1G21640 / F: has NAD+ kinase activity / Communication:501714663 ][ AT1G21640.2 / C: located in chloroplast / AnalysisReference:501750651 ][ AT1G21640.1 / P: involved in metabolic process / AnalysisReference:501748310 ][ AT1G21640.1 / C: located in chloroplast / AnalysisReference:501750651 ],7.997232883,7.953256469,8.053824618,7.943693539,7.506621238,7.776061344,7.957566535,7.950229372,8.22436633,7.995435117,7.911015164,7.304287822
AT1G21660,[ AT1G21660.1 / F: has heat shock protein binding / AnalysisReference:501748310 ][ AT1G21660.1 / C: located in nucleus / AnalysisReference:501750651 ],7.595877593,7.735455378,7.449828758,7.403184919,6.281788377,6.670400768,7.457048012,7.672685665,7.360239922,7.443818997,7.192401117,6.943382345
